//ID	Name1	Name2	Opt1_1	Opt1_2	Opt2_1	Opt2_2	Opt3_1	Opt3_2	Opt4_1	Opt4_2	Opt5_1	Opt5_2	Opt6_1	Opt6_2	Val1_1	Val1_2	Val2_1	Val2_2	Val3_1	Val3_2	Val4_1	Val4_2	Val5_1	Val5_2	Val6_1	Val6_2	Opt_1stExIndex	Opt_2ndExIndex	Opt_1stExValue	Opt_2ndExValue	Flag	Full1	Full2	Full3	Full4	Full5	Full6	FValue1	FValue2	FValue3	FValue4	FValue5	FValue6	DW	DK	FE	MG	DL	SU	RF	GL
129	"Captivation's"	"Captivation's"	19	2	20	27	15	17	*	*	*	*	*	*	0	500	10	500	15	15	*	*	*	*	*	*	*	*	*	*	8	21	24	25	16	18	*	5	1000	200	3000	3000	*	0	0	0	0	0	0	0	0
130	"Corruption's"	"Corruption's"	19	2	20	27	15	17	*	*	*	*	*	*	0	700	15	750	18	18	*	*	*	*	*	*	*	*	*	*	8	21	24	25	16	18	*	7	1500	400	3500	5000	*	0	0	0	0	0	0	0	0
131	"Willpower's"	"Willpower's"	19	2	20	27	15	17	*	*	*	*	*	*	0	900	18	1000	20	20	*	*	*	*	*	*	*	*	*	*	8	21	24	25	16	18	*	9	2000	600	4000	7000	*	0	0	0	0	0	0	0	0
//Soul
132	"Knight's Awakening"	"Awakening"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
133	"Wizard's Awakening"	"Awakening"	19	2	20	101	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
134	"Elven Awakening (A)"	"Awakening"	19	1	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
135	"Summoner's Awakening"	"Awakening"	19	2	20	101	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
136	"Magic Gladiator's Awakening (A)"	"Awakening"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
137	"Lord's Awakening"	"Awakening"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
138	"Fighter's Awakening"	"Awakening"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
139	"Lancer's Awakening"	"Awakening"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
140	"Elven Awakening (B)"	"Awakening"				2	29	28	22	30	10	*	*	*	*	*	*	1200	20	20	35	500	2200	*	*	*	*	*	*	*	*	*	*	8	11	24	102	*	*	*	48000	2500	10	*	*	*	0	0	0	0	0	0	0	0
141	"Magic Gladiator's Awakening (B)"	"Awakening"	19	2	20	101	104	103	*	*	*	*	*	*	0	1000	18	20	10	10	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	9	2500	10	20	20	4	0	0	0	0	0	0	0	0
//Blue Eye
150	"Knight Frost"		"Frost"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
151	"Wizard Frost"		"Frost"	19	2	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
152	"Fairy Frost (A)"	"Frost"	19	1	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
153	"Summoner Frost"	"Frost"	19	2	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
154	"Magic Frost (A)"	"Frost"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
155	"Lord Frost"		"Frost"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
156	"Fighter Frost"		"Frost"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
157	"Lancer Frost"		"Frost"	19	0	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
158	"Fairy Frost (B)"	"Frost"	2	29	28	22	30	10	*	*	*	*	*	*	1200	22	22	40	550	2500	*	*	*	*	*	*	*	*	*	*	8	11	24	102	*	*	*	50000	2650	11	*	*	*	0	0	0	0	0	0	0	0
159	"Magic Frost (B)"	"Frost"	19	2	20	100	104	103	*	*	*	*	*	*	0	1000	20	22	12	12	*	*	*	*	*	*	*	*	*	*	8	21	24	102	15	17	31	10	2650	11	22	22	5	0	0	0	0	0	0	0	0
