//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	2Hand	Level	DmgMin	DmgMax	AtkSpd	Durab	MagDur	MagPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	Elf	MG	DL	Sum	RF	GL
0																															
10	0	0	1	4	1	1	0	"Divine Staff of the Archangel"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
11	0	0	1	4	1	1	1	"Staff of Kundun"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
12	0	0	1	4	1	1	1	"Grand Viper Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
13	0	0	1	4	1	1	1	"Platina Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
14	0	0	1	4	1	1	1	"Mystery Stick"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15	0	0	1	4	1	1	1	"Violent Wind Stick"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16	0	0	1	4	1	1	1	"Red Wing Stick"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17	0	0	1	4	1	1	1	"Ancient Stick"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
18	0	0	1	4	1	1	1	"Demonic Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
19	0	0	1	4	1	1	1	"Storm Blitz Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
20	0	0	1	4	1	1	1	"Eternal Wing Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
21	0	223	1	2	1	1	1	"Book of Samut"	0	52	0	0	25	0	182	46	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
22	0	224	1	2	1	1	1	"Book of Neil"	0	59	0	0	25	0	182	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23	0	225	1	2	1	1	1	"Book of Lagle"	0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
30	0	0	1	4	1	1	1	"Deadly Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
31	0	0	1	4	1	1	1	"Inberial Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
32	0	0	1	4	1	1	1	"Soulbringer"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
33	0	0	1	4	1	1	1	"Chrome Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
34	0	0	1	4	1	1	1	"Raven Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
35	0	0	1	4	1	1	0	"Miracle Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
36	0	0	1	4	1	1	0	"Divine Stick of the Archangel"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
37	0	0	2	4	1	1	0	"Spite Staff"	1	200	153	165	25	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
41	0	0	1	4	1	1	0	"Bloodangel Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0
43	0	0	1	4	1	1	0	"Bloodangel Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0
45	0	0	1	4	1	1	0	"Legendary Staff (Bound)"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
46	0	0	1	4	1	1	0	"Red Winged Stick (Bound)"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
47	1	225	1	2	1	1	0	"Book of Lagle (Bound)"	0	200	153	165	25	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
48	0	0	2	4	1	1	0	"Staff of Destruction (Bound)"	1	200	153	165	30	0	182	196	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
49	0	0	1	4	1	1	0	"Blessed Divine Staff Arch"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
50	0	0	1	4	1	1	0	"Blessed Divine Stick Arch"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
51	0	0	1	4	1	1	0	"Darkangel Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
52	0	0	1	4	1	1	0	"Darkangel Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
53	0	0	1	4	1	1	0	"Holyangel Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
54	0	0	1	4	1	1	0	"Holyangel Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
55	0	0	1	4	1	1	0	"Soul Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
56	0	0	1	4	1	1	0	"Soul Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
//Index	Slot	Skill	X	Y	Name				2Hd	Level	DmgMin	DmgMax	ASpeed	Durab	MagDur			SM	BK	EL	MG	DL	SU	RF	GL
57	0	0	1	2	1	1	1	"BloodAngel Book"	0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
58	0	0	1	2	1	1	1	"DarkAngel Book"	0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
59	0	0	1	2	1	1	1	"HolyAngel Book"	0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
60	0	0	1	2	1	1	1	"Soul Book"			0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
61	0	0	1	4	1	1	0	"Blue Eye Staff"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0
62	0	0	1	4	1	1	0	"Blue Eye Stick"	0	200	153	165	30	0	182	196	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
63	0	0	1	2	1	1	1	"Blue Eye Book"		0	65	0	0	25	0	182	72	0	0	0	0	0	0	0	3	0	0	0	3	3	0	0
end
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	Level	Def	DefSuces	Dur	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCom	SetA	DW	DK	FE	MG	DL	SU	RF	GL				
6																															
0	1	0	2	2	1	1	1	"Small Shield"	3	1	3	22	0	0	0	0	0	0	4	1	1	1	1	1	0	0	1				
1	1	0	2	2	1	1	1	"Horn Shield"	9	3	9	28	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1				
2	1	0	2	2	1	1	1	"Kite Shield"	12	4	12	32	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1				
3	1	0	2	2	1	1	1	"Elven Shield"	21	8	21	36	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
4	1	18	2	2	1	1	1	"Buckler"	6	2	6	24	0	0	0	0	0	0	4	1	1	1	1	1	0	0	1				
5	1	18	2	2	1	1	1	"Dragon Slayer Shield"	35	10	36	44	0	0	0	0	0	0	4	0	1	0	1	1	0	0	1				
6	1	18	2	2	1	1	1	"Skull Shield"	15	5	15	34	0	0	0	0	0	0	4	1	1	1	1	1	0	0	0				
7	1	18	2	2	1	1	1	"Spiked Shield"	30	9	30	40	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0				
8	1	18	2	2	1	1	1	"Tower Shield"	40	11	40	46	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0				
9	1	18	2	2	1	1	1	"Plate Shield"	25	8	25	38	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0				
10	1	18	2	2	1	1	1	"Large Round Shield"	18	6	18	35	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0				
11	1	18	2	2	1	1	1	"Serpent Shield"	45	12	45	48	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0				
12	1	18	2	2	1	1	1	"Bronze Shield"	54	13	54	52	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0				
13	1	18	2	2	1	1	1	"Dragon Shield"	60	14	60	60	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0				
14	1	0	2	3	1	1	1	"Legendary Shield"	48	7	48	50	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0				
15	1	0	2	3	1	1	1	"Grand Soul Shield"	74	12	55	55	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0				
16	1	0	2	2	1	1	1	"Elemental Shield"	66	11	28	51	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0				
17	1	18	2	2	1	1	1	"Crimson Glory"	104	19	90	51	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0				
18	1	18	2	2	1	1	1	"Salamander Shield"	102	20	96	51	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0				
19	1	0	2	2	1	1	1	"Frost Barrier"	99	14	58	51	0	0	0	0	0	0	4	0	0	2	0	0	2	0	0				
20	1	0	2	2	1	1	1	"Guardian Shield"	106	12	30	51	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0				
21	1	18	2	2	1	1	1	"Cross Shield"	70	16	75	65	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
22	1	18	2	2	1	1	1	"Lazy Wind Shield"	129	36	108	90	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0				
23	1	0	2	2	1	1	1	"Light Lord Shield"	124	27	81	90	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0				
24	1	0	2	2	1	1	1	"Dark Devil Shield"	122	25	75	90	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0				
25	1	18	2	2	1	1	1	"Magic Knight Shield"	128	29	87	90	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0				
26	1	18	2	2	1	1	1	"Ambition Shield"	131	27	81	90	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0				
27	1	0	2	3	1	1	0	"Legendary Shield-J"	48	9	48	50	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0				
28	1	18	2	2	1	1	0	"Serpent Shield-J"	45	14	45	48	0	0	0	0	0	0	4	0	1	1	1	1	0	0	0				
29	1	18	2	2	1	1	1	"Lapid Shield"	13	11	33	31	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
30	1	18	2	2	1	1	1	"Pluma Shield"	70	25	75	52	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
31	1	18	2	2	1	1	1	"Alacran Shield"	40	5	83	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
32	1	18	2	2	1	1	1	"Vis Shield"	75	30	80	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
37	1	0	2	3	1	1	0	"Legendary Shield (Bound)"	48	19	48	70	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0				
38	1	18	2	2	1	1	0	"Cross Shield (Bound)"	70	29	75	75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0				
39	1	18	2	2	1	1	0	"Pluma Shield (Bound)"	70	31	75	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
40	1	18	2	2	1	1	0	"Grace Shield"	70	14	75	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				
41	1	18	2	2	1	1	0	"Constant Shield"	131	23	78	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3				
//42	1	0	2	2	1	1	1	"El Haz Shield"	70	15	62	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
//43	1	0	2	2	1	1	0	"Elemental Shield (Bound)"	48	20	45	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
44	1	18	2	3	1	1	0	"Bloodangel Shield"	129	36	108	90	0	0	0	0	0	0	0	3	3	0	3	3	3	0	3				
45	1	18	2	3	1	1	0	"Darkangel Shield"	129	36	108	90	0	0	0	0	0	0	0	3	3	0	3	3	3	0	3				
46	1	18	2	3	1	1	0	"Holyangel Shield"	129	36	108	90	0	0	0	0	0	0	0	3	3	0	3	3	3	0	3				
47	1	18	2	3	1	1	0	"Soul Shield"	129	36	108	90	0	0	0	0	0	0	0	3	3	0	3	3	3	0	3				
48	1	18	2	3	1	1	0	"Blue Eye Shield"	129	36	108	90	0	0	0	0	0	0	0	3	3	0	3	3	3	0	3				
end																															
//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name	Level	Def	MagDef	Durab	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	SetA	SM	BK	EL	MG	DL	SU	RF	GL				
7																															
0	2	0	2	2	1	1	1	"Bronze Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0				
1	2	0	2	2	1	1	1	"Dragon Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0				
2	2	0	2	2	1	1	1	"Pad Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
3	2	0	2	2	1	1	1	"Legendary Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
4	2	0	2	2	1	1	1	"Bone Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
5	2	0	2	2	1	1	1	"Leather Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0				
6	2	0	2	2	1	1	1	"Scale Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0				
7	2	0	2	2	1	1	1	"Sphinx Mask"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
8	2	0	2	2	1	1	1	"Brass Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0				
9	2	0	2	2	1	1	1	"Plate Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0				
10	2	0	2	2	1	1	1	"Vine Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
11	2	0	2	2	1	1	1	"Silk Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
12	2	0	2	2	1	1	1	"Wind Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
13	2	0	2	2	1	1	1	"Spirit Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
14	2	0	2	2	1	1	1	"Guardian Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
16	2	0	2	2	1	1	1	"Black Dragon Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0				
17	2	0	2	2	1	1	1	"Dark Phoenix Helm"	150	183	0	255	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0				
18	2	0	2	2	1	1	1	"Grand Soul Helm"	150	183	0	255	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0				
19	2	0	2	2	1	1	1	"Holy Spirit Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0				
21	2	0	2	2	1	1	1	"Great Dragon Helm"	150	183	0	255	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0				
22	2	0	2	2	1	1	1	"Dark Soul Helm"	150	183	0	255	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0				
24	2	0	2	2	1	1	1	"Red Spirit Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0				
25	2	0	2	2	1	1	1	"Light Plate Mask"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
26	2	0	2	2	1	1	1	"Adamantine Mask"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
27	2	0	2	2	1	1	1	"Dark Steel Mask"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
28	2	0	2	2	1	1	1	"Dark Master Mask"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
29	2	0	2	2	1	1	1	"Dragon Knight Helm"	150	183	0	255	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0				
30	2	0	2	2	1	1	1	"Venom Mist Helm"	150	183	0	255	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0				
31	2	0	2	2	1	1	1	"Sylphid Ray Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0				
33	2	0	2	2	1	1	1	"Sunlight Mask"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0				
34	2	0	2	2	1	1	1	"Ashcrow Helm"	150	183	0	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0				
35	2	0	2	2	1	1	1	"Eclipse Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
36	2	0	2	2	1	1	1	"Iris Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
38	2	0	2	2	1	1	1	"Glorious Mask"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
39	2	0	2	2	1	1	1	"Violent Wind Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0				
40	2	0	2	2	1	1	1	"Red Wing Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0				
41	2	0	2	2	1	1	1	"Ancient Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0				
42	2	0	2	2	1	1	1	"Demonic Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0				
43	2	0	2	2	1	1	1	"Storm Blitz Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0				
44	2	0	2	2	1	1	1	"Eternal Wing Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0				
45	2	0	2	2	1	1	1	"Titan Helm"	150	183	0	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0				
46	2	0	2	2	1	1	1	"Brave Helm"	150	183	0	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0				
49	2	0	2	2	1	1	1	"Seraphim Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				
50	2	0	2	2	1	1	1	"Divine Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				
51	2	0	2	2	1	1	1	"Royal Mask"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0				
52	2	0	2	2	1	1	1	"Hades Helm"	150	183	0	255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0				
53	2	0	2	2	1	1	1	"Succubus Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0				
54	2	0	2	2	1	1	1	"Lazy Wind Helm"	150	183	0	255	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0				
55	2	0	2	2	1	1	1	"Dark Devil Helm"	150	183	0	255	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0				
56	2	0	2	2	1	1	1	"Sticky Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0				
58	2	0	2	2	1	1	1	"Ambition Mask"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0				
59	2	0	2	2	1	1	1	"Sacred Fire Helm"	150	183	0	255	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0				
60	2	0	2	2	1	1	1	"Storm Jahad Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0				
61	2	0	2	2	1	1	1	"Piercing Groove Helm"	150	183	0	255	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0				
62	2	0	2	2	1	1	0	"Scale Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0				
63	2	0	2	2	1	1	0	"Silk Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
64	2	0	2	2	1	1	0	"Sphinx Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
65	2	0	2	2	1	1	0	"Violent Wind Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0				
66	2	0	2	2	1	1	0	"Dark Soul Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0				
67	2	0	2	2	1	1	0	"Dragon Helm"	150	183	0	255	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0				
68	2	0	2	2	1	1	0	"Guardian Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0				
69	2	0	2	2	1	1	0	"Legendary Helm"	150	183	0	255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0				
70	2	0	2	2	1	1	0	"Red Wing Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0				
72	2	0	2	2	1	1	0	"Storm Jahad Helm"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0				
73	2	0	2	2	1	1	1	"Phoenix Soul Helmet"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0				
74	2	0	2	2	1	1	1	"Stormwing Helm"	150	183	0	255	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0				
75	2	0	2	2	1	1	1	"Light Lord Helmet"	150	183	0	255	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0				
91	2	0	2	2	1	1	1	"Robust Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
92	2	0	2	2	1	1	1	"Gru hill Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
93	2	0	2	2	1	1	1	"Princie Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
94	2	0	2	2	1	1	1	"Hirat Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
95	2	0	2	2	1	1	1	"Sate Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
96	2	0	2	2	1	1	0	"Robust Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
97	2	0	2	2	1	1	0	"Princie Helmet"	150	183	0	255	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1				
98	2	0	2	2	1	1	0	"Bloodangel Knight Helm"	150	183	0	255	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0				
99	2	0	2	2	1	1	0	"Bloodangel Wizard Helm"	150	183	0	255	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0				
100	2	0	2	2	1	1	0	"Bloodangel Elf Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0				
101	2	0	2	2	1	1	0	"Bloodangel Summoner Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0				
103	2	0	2	2	1	1	0	"Bloodangel Lord Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0				
104	2	0	2	2	1	1	0	"Bloodangel Fighter Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0				
105	2	0	2	2	1	1	0	"Bloodangel Lancer Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3				
106	2	0	2	2	1	1	0	"Soul Knight Helm"	150	183	0	255	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0				
107	2	0	2	2	1	1	0	"Soul Wizard Helm"	150	183	0	255	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0				
108	2	0	2	2	1	1	0	"Soul Elf Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0				
109	2	0	2	2	1	1	0	"Soul Summoner Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0				
111	2	0	2	2	1	1	0	"Soul Lord Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0				
112	2	0	2	2	1	1	0	"Soul Fighter Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0				
113	2	0	2	2	1	1	0	"Soul Lancer Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4				
114	2	0	2	2	1	1	0	"Soul Elf Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0				
130	2	0	2	2	1	1	0	"Dragon Helm (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0				
131	2	0	2	2	1	1	0	"Legendary Helm (Bound)"	150	183	0	255	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0				
132	2	0	2	2	1	1	0	"Guardian Helm (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0				
134	2	0	2	2	1	1	0	"Adamantine Mask (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0				
135	2	0	2	2	1	1	0	"Red Winged Helm (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0				
136	2	0	2	2	1	1	0	"Storm Zahard Helm (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0				
137	2	0	2	2	1	1	0	"Princie Helmet (Bound)"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3				
138	2	0	2	2	1	1	0	"Darkangel Knight Helm"	150	183	0	255	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0				
139	2	0	2	2	1	1	0	"Darkangel Wizard Helm"	150	183	0	255	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0				
140	2	0	2	2	1	1	0	"Darkangel Elf Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0				
141	2	0	2	2	1	1	0	"Darkangel Summoner Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0				
143	2	0	2	2	1	1	0	"Darkangel Lord Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0				
144	2	0	2	2	1	1	0	"Darkangel Fighter Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0				
145	2	0	2	2	1	1	0	"Darkangel Lancer Helm"	150	183	0	255	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3				
146	2	0	2	2	1	1	1	"Tigris Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0				
147	2	0	2	2	1	1	1	"Crimson Skull Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0				
148	2	0	2	2	1	1	1	"Grace Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3				
149	2	0	2	2	1	1	1	"Constant Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3				
150	2	0	2	2	1	1	0	"Holyangel Knight Helm"	150	183	0	255	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0				
151	2	0	2	2	1	1	0	"Holyangel Wizard Helm"	150	183	0	255	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0				
152	2	0	2	2	1	1	0	"Holyangel Elf Helm"	150	183	0	255	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0				
